range, n1 , average1, std1, n2 , average2, std2, skewed_1, skewed_2, non_skewed
65516, 46, 20595.6, 23630.1, 732, 20160.8, 22194.3, 10319, 6860, 3700
65534, 46, 20595.6, 23630.1, 166959, 19316.4, 21665.8, 17250, 1180787, 439696
65528, 46, 20595.6, 23630.1, 27027, 19368.9, 21727, 17480, 187998, 73049
65535, 46, 20595.6, 23630.1, 301987, 19329, 21683.5, 19510, 2125508, 695353
65535, 46, 20595.6, 23630.1, 166551, 19344, 21708.4, 19060, 1173748, 460855
65521, 46, 20595.6, 23630.1, 10418, 19343, 21753.7, 14350, 75329, 28900
65534, 46, 20595.6, 23630.1, 138082, 19304.2, 21656.3, 17850, 974690, 355407
65428, 46, 20595.6, 23630.1, 898, 18996.5, 21566.9, 8990, 7600, 3910
65520, 46, 20595.6, 23630.1, 6883, 19481.1, 21632.6, 13099, 53240, 20460
65520, 46, 20595.6, 23630.1, 10629, 19411.2, 21636, 14710, 79009, 30200
65535, 46, 20595.6, 23630.1, 250780, 19328.8, 21691.7, 19500, 1778182, 646653
65535, 46, 20595.6, 23630.1, 140605, 19327.8, 21687.7, 21960, 1009140, 383146
61562, 46, 20595.6, 23630.1, 10, 13695.6, 18918, 3500, 2460, 1680
65535, 46, 20595.6, 23630.1, 166551, 19344, 21708.4, 18940, 1176378, 416006
65528, 46, 20595.6, 23630.1, 27027, 19368.9, 21727, 16449, 200708, 72609
65484, 46, 20595.6, 23630.1, 720, 19524.8, 21945.3, 8370, 7000, 3650
63478, 46, 20595.6, 23630.1, 5, 20896, 29075.5, 4510, 1710, 1600
65535, 46, 20595.6, 23630.1, 159849, 19343.4, 21683.5, 25660, 1122158, 414806
65493, 46, 20595.6, 23630.1, 1650, 20462.7, 22164.7, 11090, 13700, 22580
65529, 46, 20595.6, 23630.1, 26681, 19446.2, 21711.8, 17090, 193678, 72729
